Course Code,Course Name,LTP,Credit,Type
CS5202,Theoretical Computer Science,3-0-0,3,Core
CS62PQ,M. Tech. Elective – I,3-0-0,3,MTE-I
CS61PQ,M. Tech. Elective – II,3-0-0,3,MTE-II
CS6190,Project - III,0-0-16,8,P3
CS6290,Project-IV,0-0-36,18,P4
EE4196,Summer Internship*,0-0-12,3,SI
EE4197,Project – I,0-0-12,6,P1
EE4297,Project – II,0-0-12,6,P2
EE5197,Project – III,0-0-16,8,P3
EE5297,Project IV,0-0-36,18,P4
EC4196,Summer Internship*,0-0-12,3,SI
EC4197,Project – I,0-0-12,6,P1
XX62PQ,M. Tech. Elective - I,3-0-0,3,MTE1
EC4297,Project - II,0-0-12,6,P2
EC5197,Project III,0-0-16,8,P3
EC5297,Project IV,0-0-36,18,P4
EC41PQ,B. Tech. Elective - I,3-0-0,3,BTE1
EC4194,Summer Internship,0-0-6,3,SI
EC4195,Project - I,0-0-12,6,P1
EC4295,Project - II,0-0-12,6,P2
EC5195,Project – III,0--0-16,8,P3
EC5295,Project – IV,0-0-36,18,P4
ME3101,Data Analytics and Machine Learning Tools for Engineers,1-2-1,3.5,Core
MH4199,Mechatronics Project-I,0-0-12,6,P1
RM6201,Research Methodology,3-1-0,4,RM
MH5201,Sensors and Actuators,3-0-0,3,Core
MH4299,Project-II,0-0-12,6,P2
ME51XX,M. Tech. Elective - II,3-0-0,3,MTE2
EE51XX,M. Tech. / Program Elective - IV,3-0-0,3,MTE4
MH5199,Mechatronics Project-III,0-0-16,8,P3
MH5299,Mechatronics Project-IV,0-0-36,18,P4
HS2101,Mathematical Statistics,3-1-0,4,Core
HS2102,Fundamentals of Economics,3-1-0,4,Core
HS21**,HSS Elective-I,3-0-0,3,HS1
HS2103,Multivariate Analysis and Basic Econometrics,3-0-0,3,Core
HS2104,History of Economic Thought,3-0-0,3,Core
HS2201,Growth and Development,3-1-0,4,Core
HS2202,Microeconomic Theory,3-1-0,4,Core
HS2203,Macroeconomic Theory,3-1-0,4,Core
HS2204,Econometrics-I,3-1-0,4,E1
****,IDE-1,3-0-0,3,IDE1
HS3101,Econometrics – II,3-1-2,5,E2
HS3102,Mathematical Economics,3-1-0,4,Core
HS3103,International Trade and Investment,3-1-0,4,Core
HS3104,Debate in Indian Economy,3-1-0,4,Core
HSXXXX,IDE1I,3-0-0,3,IDE2
HS3201,Categorical Data Analysis,3-1-2,5,Core
HS3202,Environmental Economics,3-1-0,4,Core
HS3203,Critical Economic Reading and Seminar,3-3-0,6,Core
HS3204,Indian Financial System,3-1-0,4,Core
HS3205,Health Economics,3-0-0,3,Core
HS41**,Specialization Elective 1,3-1-0,4,SE1
HS4198,Summer Internship*,0-0-12,3,SI
HS4199,Project-I (Lab based project / Industry oriented  problem  solving  /  Academic internship   /   Case   Study   /   Design thinking-based  project-Capstone Project),0-0-12,6,P1
HS42**,Specialization Elective 3,3-1-0,4,SE3
HS4299,Project-II (Lab based project / Industry oriented problem solving / Academic internship / Case Study / Design thinking-based project- Capstone Project),0-0-16,8,P2
